t, v
-0.007895, 0.000000
-0.007897, 0.000000
-0.007899, 0.000000
-0.007900, 0.000000
-0.007902, 0.000000
-0.007903, 0.000000
-0.007905, 0.000000
-0.007907, 0.000000
-0.007908, 0.000000
-0.007910, 0.000000
-0.007912, 0.000000
-0.007913, 0.000000
-0.007915, 0.000000
-0.007917, 0.000000
-0.007918, 0.000000
-0.007920, 0.000000
-0.007921, 0.000000
-0.007923, 0.000000
-0.007925, 0.000000
-0.007926, 0.000000
-0.007928, 0.000000
-0.007930, 0.000000
-0.007931, 0.000000
-0.007933, 0.000000
-0.007935, 0.000000
-0.007936, 0.000000
-0.007938, 0.000000
-0.007940, 0.000000
-0.007941, 0.000000
-0.007943, 0.000000
-0.007944, 0.000000
-0.007946, 0.000000
-0.007948, 0.000000
-0.007949, 0.000000
-0.007951, 0.000000
-0.007953, 0.000000
-0.007954, 0.000000
-0.007956, 0.000000
-0.007958, 0.000000
-0.007959, 0.000000
-0.007961, 0.000000
-0.007963, 0.000000
-0.007964, 0.000000
-0.007966, 0.000000
-0.007967, 0.000000
-0.007969, 0.000000
-0.007971, 0.000000
-0.007972, 0.000000
-0.007974, 0.000000
-0.007976, 0.000000
-0.007977, 0.000000
-0.007979, 0.000000
-0.007981, 0.000000
-0.007982, 0.000000
-0.007984, 0.000000
-0.007986, 0.000000
-0.007987, 0.000000
-0.007989, 0.000000
-0.007990, 0.000000
-0.007992, 0.000000
-0.007994, 0.000000
-0.007995, 0.000000
-0.007997, 0.000000
-0.007999, 0.000000
-0.008000, 0.000000
-0.008002, 0.000000
-0.008004, 0.000000
-0.008005, 0.000000
-0.008007, 0.000000
-0.008009, 0.000000
-0.008010, 0.000000
-0.008012, 0.000000
-0.008013, 0.000000
-0.008015, 0.000000
-0.008017, 0.000000
-0.008018, 0.000000
-0.008020, 0.000000
-0.008022, 0.000000
-0.008023, 0.000000
-0.008025, 0.000000
-0.008027, 0.000000
-0.008028, 0.000000
-0.008030, 0.000000
-0.008032, 0.000000
-0.008033, 0.000000
-0.008035, 0.000000
-0.008036, 0.000000
-0.008038, 0.000000
-0.008040, 0.000000
-0.008041, 0.000000
-0.008043, 0.000000
-0.008045, 0.000000
-0.008046, 0.000000
-0.008048, 0.000000
-0.008050, 0.000000
-0.008051, 0.000000
-0.008053, 0.000000
-0.008054, 0.000000
-0.008056, 0.000000
-0.008058, 0.000000
-0.008059, 0.000000
-0.008061, 0.000000
-0.008063, 0.000000
-0.008064, 0.000000
-0.008066, 0.000000
-0.008068, 0.000000
-0.008069, 0.000000
-0.008071, 0.000000
-0.008073, 0.000000
-0.008074, 0.000000
-0.008076, 0.000000
-0.008077, 0.000000
-0.008079, 0.000000
-0.008081, 0.000000
-0.008082, 0.000000
-0.008084, 0.000000
-0.008086, 0.000000
-0.008087, 0.000000
-0.008089, 0.000000
-0.008091, 0.000000
-0.008092, 0.000000
-0.008094, 0.000000
-0.008096, 0.000000
-0.008097, 0.000000
-0.008099, 0.000000
-0.008100, 0.000000
-0.008102, 0.000000
